,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.455,0.0977,0.0193,0.0447,0.2125,0.0528,0.2425,0.0449
CULTURE 1,0.441,0.0119,0.0193,0.0447,0.0855,0.0065,0.3555,0.0054
CULTURE 2,0.485,0.0364,0.0193,0.0447,0.302,0.0168,0.183,0.0196
