,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.442,0.0053,0.025,0.0339,0.1875,0.0024,0.2545,0.003
CULTURE 1,0.4355,0.045,0.025,0.0339,0.2165,0.0233,0.219,0.0216
CULTURE 2,0.504,0.0965,0.025,0.0339,0.229,0.0467,0.275,0.0498
