188,11,51,148
188,11,50,149
191,8,72,127
171,28,58,141
189,10,67,132
190,9,84,115
195,4,62,137
177,22,46,153
184,15,83,116
190,9,50,149
185,14,62,137
177,22,38,161
192,7,81,118
191,8,75,124
191,8,60,139
180,19,51,148
184,15,72,127
187,12,47,152
182,17,28,171
173,26,39,160
190,9,60,139
184,15,41,158
177,22,41,158
185,14,52,147
184,15,63,136
190,9,62,137
183,16,63,136
184,15,52,147
185,14,43,156
187,12,64,135
181,18,62,137
186,13,78,121
192,7,68,131
184,15,52,147
162,37,30,169
177,22,38,161
180,19,48,151
187,12,77,122
189,10,87,112
184,15,48,151
