,Matrix,Class 0,Class 1,Class 2
Class 0,CM,56,127,17
Class 1,CM,1,198,1
Class 2,CM,3,133,64

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,66,121,13
Class 1,CM,0,196,4
Class 2,CM,4,94,102

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,54,134,12
Class 1,CM,0,200,0
Class 2,CM,7,106,87

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,53,135,12
Class 1,CM,1,197,2
Class 2,CM,5,118,77

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,71,116,13
Class 1,CM,1,198,1
Class 2,CM,8,125,67

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,61,126,13
Class 1,CM,0,199,1
Class 2,CM,2,124,74

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,67,128,5
Class 1,CM,1,196,3
Class 2,CM,5,119,76

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,60,123,17
Class 1,CM,1,197,2
Class 2,CM,3,118,79

