,Matrix,Class 0,Class 1,Class 2
Class 0,CM,69,112,19
Class 1,CM,2,194,4
Class 2,CM,16,104,80

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,44,146,10
Class 1,CM,1,192,7
Class 2,CM,10,92,98

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,44,140,16
Class 1,CM,6,188,6
Class 2,CM,6,78,116

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,70,109,21
Class 1,CM,5,194,1
Class 2,CM,11,84,105

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,52,141,7
Class 1,CM,1,198,1
Class 2,CM,5,103,92

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,61,113,26
Class 1,CM,3,195,2
Class 2,CM,6,77,117

