,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,65.9286%,2.2098%,51.8571%,14.7695%,54.7857%,11.9001%,57.5238%,28.8795%,5.6667%,4.7033%
