,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,76.5%,0.0%,54.0%,0.0%,67.0%,0.0%,65.8333%,0.0%,11.8333%,0.0%
