"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16142516>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.25873274>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.6942428>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1628358>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.25367448>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.81047>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1404892>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24726713>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.369814>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.12647943>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.20653602>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.2361958>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16301194>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2623418>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.32181418>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16335845>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2643696>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.72920525>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.10878828>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.18477564>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.9703183>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16054891>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.25935286>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.28676528>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.09746605>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16317189>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.212247>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.17037714>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.25021744>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.6689319>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16673051>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24294175>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.3336838>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.097001866>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16704789>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.4565132>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15989792>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.26190215>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.32211882>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14266671>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.21590874>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.8925834>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.10276781>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.17971723>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.0994>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.121106744>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.20913555>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.7880323>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15742451>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.25556323>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.61602>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13729109>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.21143489>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.2197375>}]"
