"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15736738>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2455706>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.7880345>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15782063>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24822727>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.84040093>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13730752>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23219956>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.3012702>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.11994954>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.19884484>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.1172125>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15478364>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.25359818>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.38298038>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16091408>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2566928>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.783197>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.10743299>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16985965>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.958804>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15250231>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.25301826>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.36082593>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.094048046>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15907724>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.2529216>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16105449>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24484017>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.73192483>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15861101>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2359723>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.42568496>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.09668281>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1565376>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.5286367>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15740299>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24900219>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.4100215>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.13571243>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.21213797>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.9638588>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.10183928>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16621824>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.0699308>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.11950502>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.19203457>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.8296452>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15302709>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2504438>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.6825853>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1294075>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.20446256>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.1125727>}]"
