"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16508225>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.25780442>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.95930386>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.16811708>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2346993>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.1368585>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.085369855>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14256178>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.6412606>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.082872316>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15670523>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.6682482>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15059891>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24289422>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.92106646>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08686333>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15374583>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.822408>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08100603>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1546392>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.4336643>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1530978>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23881724>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.9608244>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08169736>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14032416>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.458825>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08011775>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14027624>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.698743>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.17041875>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.26097745>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.0849309>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1556439>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.22960766>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.8199492>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14950857>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23690706>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.8013028>}]"
