,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.49,,0.04,,0.08,,0.41,
CULTURE 1,0.52,,0.04,,0.45,,0.07,
CULTURE 2,0.445,,0.04,,0.245,,0.2,
