,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,20.65%,0.0963%,11.15%,0.0685%,27.95%,0.1156%,19.9167%,0.2805%,12.3455%,0.2805%,8.7667%,0.0706%
