,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,68.45%,1.9924%,54.95%,3.3441%,55.65%,2.8218%,59.6833%,8.1582%,4.7333%,1.6047%
