169,30,54,145
162,37,34,165
182,17,29,170
167,32,44,155
159,40,28,171
174,25,25,174
170,29,26,173
187,12,39,160
175,24,21,178
169,30,29,170
180,19,33,166
176,23,25,174
177,22,41,158
171,28,25,174
177,22,29,170
173,26,29,170
183,16,30,169
180,19,23,176
174,25,25,174
180,19,20,179
178,21,27,172
182,17,31,168
176,23,30,169
187,12,29,170
181,18,26,173
187,12,57,142
172,27,54,145
178,21,24,175
171,28,16,183
173,26,47,152
176,23,33,166
181,18,21,178
172,27,25,174
165,34,22,177
176,23,23,176
179,20,23,176
179,20,25,174
179,20,28,171
