23,176,148,51
34,165,148,51
26,173,160,39
88,111,167,32
46,153,173,26
28,171,163,36
29,170,164,35
18,181,152,47
32,167,170,29
30,169,153,46
19,180,140,59
25,174,167,32
24,175,153,46
30,169,162,37
22,177,159,40
29,170,168,31
19,180,154,45
21,178,163,36
26,173,169,30
22,177,171,28
33,166,173,26
18,181,172,27
28,171,173,26
17,182,162,37
22,177,171,28
13,186,120,79
20,179,137,62
19,180,165,34
20,179,156,43
26,173,143,56
20,179,158,41
23,176,174,25
31,168,180,19
33,166,167,32
24,175,157,42
24,175,166,33
21,178,163,36
32,167,148,51
