,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.719,0.0042,0.0705,0.0044,0.337,0.002,0.382,0.0022
CULTURE 1,0.66,0.0065,0.0705,0.0044,0.3335,0.0046,0.3265,0.0019
CULTURE 2,0.8125,0.009,0.0705,0.0044,0.427,0.0031,0.3855,0.0059
