,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.84,0.0,0.075,0.0,0.45,0.0,0.39,0.0
CULTURE 1,0.635,0.0,0.075,0.0,0.35,0.0,0.285,0.0
CULTURE 2,0.655,0.0,0.075,0.0,0.47,0.0,0.185,0.0
