,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.52,,0.02,,0.02,,0.5,
CULTURE 1,0.575,,0.02,,0.235,,0.34,
CULTURE 2,0.525,,0.02,,0.105,,0.42,
