,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.43,0.0175,0.0652,0.0118,0.1685,0.0069,0.2615,0.0106
CULTURE 1,0.4025,0.0179,0.0652,0.0118,0.159,0.0041,0.2435,0.0138
CULTURE 2,0.3185,0.0076,0.0652,0.0118,0.1125,0.0034,0.206,0.0043
