,Matrix,Class 0,Class 1,Class 2
Class 0,CM,154,32,14
Class 1,CM,7,188,5
Class 2,CM,15,30,155

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,153,35,12
Class 1,CM,6,186,8
Class 2,CM,19,18,163

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,158,26,16
Class 1,CM,5,189,6
Class 2,CM,13,22,165

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,147,32,21
Class 1,CM,5,189,6
Class 2,CM,12,29,159

