,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.451,0.0596,0.0022,0.0386,0.227,0.0299,0.224,0.0298
CULTURE 1,0.448,0.05,0.0022,0.0386,0.2405,0.0275,0.2075,0.0226
CULTURE 2,0.4515,0.0562,0.0022,0.0386,0.2505,0.0285,0.201,0.0276
