n_loss,i_loss,kid
0.085346706,0.14480485,2.3704295
0.097795285,0.15987346,3.2811418
0.100091584,0.18163791,3.42593
0.08535129,0.13946843,2.4025488
0.14893453,0.24309482,0.75259286
0.14588802,0.24600066,0.6991354
0.14511137,0.24667433,0.9716525
0.14978686,0.2506089,1.0474764
0.15147474,0.23640992,0.8187977
0.10426379,0.17665769,2.8559964
0.08843298,0.15648887,3.1366947
0.087618336,0.13891542,2.6442885
0.10235813,0.17302492,3.124211
0.09012994,0.14477777,2.788348
0.14878239,0.24908173,0.65920436
0.15332784,0.23735017,0.8476087
0.14832811,0.24108128,0.78636754
0.15169147,0.23899549,0.78467524
0.14821379,0.2393803,0.6300647
