,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3285,0.0023,0.0508,0.0017,0.2425,0.0019,0.086,0.0004
CULTURE 1,0.3385,0.0022,0.0508,0.0017,0.276,0.0016,0.0625,0.0006
CULTURE 2,0.471,0.0028,0.0508,0.0017,0.325,0.0006,0.146,0.0023
