,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.75,,0.0383,,0.47,,0.28,
CULTURE 1,0.635,,0.0383,,0.355,,0.28,
CULTURE 2,0.635,,0.0383,,0.15,,0.485,
