,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,24.4375%,2.0645%,24.875%,2.8289%,18.4375%,3.1975%,22.5833%,8.0909%,19.0028%,8.0909%,4.1458%,1.6312%
