,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,19.0%,1.0838%,19.6667%,1.608%,37.3333%,2.8964%,25.3333%,5.5883%,19.8636%,5.5883%,6.3333%,1.5015%
