,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.2985,0.0063,0.1382,0.0046,0.1555,0.0034,0.143,0.0029
CULTURE 1,0.1525,0.0014,0.1382,0.0046,0.094,0.0006,0.0585,0.0007
CULTURE 2,0.421,0.0075,0.1382,0.0046,0.206,0.0049,0.215,0.0026
