,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.323,0.0131,0.0845,0.0053,0.1705,0.0063,0.1525,0.0068
CULTURE 1,0.2205,0.0097,0.0845,0.0053,0.122,0.0018,0.0985,0.0079
CULTURE 2,0.3715,0.0028,0.0845,0.0053,0.182,0.0015,0.1895,0.0013
