,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.625,0.0525,0.0725,0.0579,0.3238,0.0245,0.3012,0.0279
CULTURE 1,0.5275,0.0128,0.0725,0.0579,0.4588,0.0109,0.0688,0.0019
CULTURE 2,0.6475,0.1213,0.0725,0.0579,0.3513,0.0568,0.2962,0.0646
