,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.495,,0.0167,,0.1,,0.395,
CULTURE 1,0.46,,0.0167,,0.275,,0.185,
CULTURE 2,0.475,,0.0167,,0.345,,0.13,
