,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5335,0.0623,0.0148,0.0282,0.156,0.0311,0.3775,0.0311
CULTURE 1,0.54,0.0443,0.0148,0.0282,0.1315,0.0236,0.4085,0.0207
CULTURE 2,0.5715,0.0405,0.0148,0.0282,0.368,0.0141,0.2035,0.0264
