,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,67.8571%,6.2681%,58.3571%,12.295%,63.9286%,4.0481%,63.381%,22.6111%,5.0238%,3.4387%
