,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4355,0.0083,0.188,0.0086,0.2285,0.0045,0.207,0.0038
CULTURE 1,0.208,0.0023,0.188,0.0086,0.116,0.0012,0.092,0.001
CULTURE 2,0.5445,0.0174,0.188,0.0086,0.285,0.008,0.2595,0.0093
