,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.5555,0.1158,0.0123,0.0803,0.3,0.0598,0.2555,0.056
CULTURE 1,0.535,0.06,0.0123,0.0803,0.149,0.0324,0.386,0.0276
CULTURE 2,0.5515,0.1252,0.0123,0.0803,0.3595,0.0574,0.192,0.0678
