,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,W_ERR,W_ERR std,CIC,CIC std
0,25.75%,4.7165%,23.75%,3.1747%,8.0%,0.9601%,19.1667%,8.8513%,9.5227%,8.8513%,11.1667%,2.6304%
