,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3565,0.0067,0.0245,0.0073,0.115,0.0035,0.2415,0.0032
CULTURE 1,0.331,0.011,0.0245,0.0073,0.147,0.0062,0.184,0.0047
CULTURE 2,0.379,0.0154,0.0245,0.0073,0.1905,0.0066,0.1885,0.0088
