,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.665,,0.1033,,0.18,,0.485,
CULTURE 1,0.655,,0.1033,,0.37,,0.285,
CULTURE 2,0.505,,0.1033,,0.27,,0.235,
