"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08115236>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14132275>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.8342652>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08401783>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14499027>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.8150097>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.15203574>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23107342>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.5765086>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14013964>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23317713>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.85526747>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14373165>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2345842>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.59700125>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14377062>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23714182>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.6318969>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.083549075>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14905478>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.521197>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08520681>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1409432>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.8443038>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14668033>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.2525927>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.83577365>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14600646>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.23926806>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.4652586>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14427337>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.22882645>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.630034>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1470267>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.24124>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=0.60803735>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08607021>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1623527>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=3.6600144>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08962716>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.14821513>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=2.2405097>}]"
"['kid', {'n_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.08031672>, 'i_loss': <tf.Tensor: shape=(), dtype=float32, numpy=0.1540127>, 'kid': <tf.Tensor: shape=(), dtype=float32, numpy=1.6265786>}]"
