n_loss,i_loss,kid
0.08115236,0.14132275,1.8342652
0.08401783,0.14499027,1.8150097
0.15203574,0.23107342,0.5765086
0.14013964,0.23317713,0.85526747
0.14373165,0.2345842,0.59700125
0.14377062,0.23714182,0.6318969
0.083549075,0.14905478,2.521197
0.08520681,0.1409432,1.8443038
0.14668033,0.2525927,0.83577365
0.14600646,0.23926806,0.4652586
0.14427337,0.22882645,0.630034
0.1470267,0.24124,0.60803735
0.08607021,0.1623527,3.6600144
0.08962716,0.14821513,2.2405097
0.08031672,0.1540127,1.6265786
0.14326595,0.25499412,0.4535375
0.14537884,0.2335092,0.80933803
