,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.667,0.0259,0.0535,0.0276,0.31,0.0235,0.357,0.0024
CULTURE 1,0.514,0.0297,0.0535,0.0276,0.255,0.0063,0.259,0.0234
CULTURE 2,0.5215,0.0569,0.0535,0.0276,0.2655,0.0258,0.256,0.0311
