,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.58,,0.18,,0.26,,0.32,
CULTURE 1,0.44,,0.18,,0.23,,0.21,
CULTURE 2,0.24,,0.18,,0.12,,0.12,
