,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.351,0.0147,0.0148,0.0115,0.1595,0.0114,0.1915,0.0034
CULTURE 1,0.3595,0.017,0.0148,0.0115,0.2005,0.0094,0.159,0.0076
CULTURE 2,0.387,0.0175,0.0148,0.0115,0.2185,0.0121,0.1685,0.0054
