,Matrix,Class 0,Class 1,Class 2
Class 0,CM,182,18,0
Class 1,CM,69,129,2
Class 2,CM,10,0,190

,Matrix,Class 0,Class 1,Class 2
Class 0,CM,177,22,1
Class 1,CM,55,142,3
Class 2,CM,6,0,194

