,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7975,0.0072,0.1162,0.0038,0.3785,0.0046,0.419,0.0026
CULTURE 1,0.804,0.0041,0.1162,0.0038,0.4065,0.0031,0.3975,0.0011
CULTURE 2,0.6265,0.005,0.1162,0.0038,0.319,0.0023,0.3075,0.0027
