,ERR^CULTURE 0,ERR^CULTURE 1,ERR^CULTURE 2,ERR^CULTURE std 0,ERR^CULTURE std 1,ERR^CULTURE std 2,ERR,ERR std,CIC,CIC std
0,65.35%,2.4301%,48.95%,3.4321%,51.8%,3.5592%,55.3667%,9.4213%,6.4167%,1.9964%
