,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.8625,0.0016,0.0581,0.0007,0.4488,0.0005,0.4138,0.001
CULTURE 1,0.8269,0.0032,0.0581,0.0007,0.4131,0.0021,0.4138,0.0011
CULTURE 2,0.9656,0.0005,0.0581,0.0007,0.4787,0.0002,0.4869,0.0003
