,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.495,,0.0283,,0.435,,0.06,
CULTURE 1,0.49,,0.0283,,0.305,,0.185,
CULTURE 2,0.45,,0.0283,,0.035,,0.415,
