,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4755,0.0043,0.2135,0.0025,0.216,0.0013,0.2595,0.003
CULTURE 1,0.1935,0.0033,0.2135,0.0025,0.121,0.0012,0.0725,0.0021
CULTURE 2,0.552,0.0033,0.2135,0.0025,0.2545,0.0021,0.2975,0.0012
