,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.795,0.0001,0.2417,0.0001,0.4225,0.0001,0.3725,0.0
CULTURE 1,0.4325,0.0008,0.2417,0.0001,0.265,0.0008,0.1675,0.0
CULTURE 2,0.795,0.0001,0.2417,0.0001,0.385,0.0001,0.41,0.0
