,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4786,0.0802,0.0105,0.0835,0.1782,0.0382,0.3005,0.042
CULTURE 1,0.4882,0.1248,0.0105,0.0835,0.1164,0.0633,0.3718,0.0615
CULTURE 2,0.5005,0.1258,0.0105,0.0835,0.2514,0.0599,0.2491,0.0659
