,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3775,0.0191,0.1447,0.0102,0.2435,0.0111,0.134,0.0081
CULTURE 1,0.212,0.0032,0.1447,0.0102,0.1545,0.0021,0.0575,0.0012
CULTURE 2,0.4805,0.0113,0.1447,0.0102,0.263,0.0054,0.2175,0.006
