,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.576,0.0399,0.0107,0.0232,0.343,0.0221,0.233,0.0178
CULTURE 1,0.5565,0.0323,0.0107,0.0232,0.3545,0.011,0.202,0.0212
CULTURE 2,0.569,0.0298,0.0107,0.0232,0.3575,0.0111,0.2115,0.0187
