,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.3575,0.0089,0.0382,0.0051,0.1505,0.0039,0.207,0.005
CULTURE 1,0.345,0.0063,0.0382,0.0051,0.1585,0.0031,0.1865,0.0032
CULTURE 2,0.294,0.0027,0.0382,0.0051,0.119,0.0014,0.175,0.0013
