,ERR^CULTURE 0,ERR^CULTURE 0 std,ERR^CULTURE 1,ERR^CULTURE 1 std,ERR^CULTURE 2,ERR^CULTURE 2 std,ERR,ERR std,CIC,CIC std
0,56.5714%,0.0847%,49.7857%,0.3749%,69.3571%,0.3166%,58.5714%,0.7762%,8.7857%,0.1338%
