,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.57,0.0402,0.0145,0.0308,0.264,0.024,0.306,0.0161
CULTURE 1,0.581,0.0489,0.0145,0.0308,0.2665,0.0257,0.3145,0.0232
CULTURE 2,0.6025,0.0435,0.0145,0.0308,0.29,0.0193,0.3125,0.0241
