,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7505,0.0632,0.054,0.0406,0.3915,0.0273,0.359,0.0359
CULTURE 1,0.6395,0.0568,0.054,0.0406,0.351,0.0355,0.2885,0.0213
CULTURE 2,0.6905,0.0586,0.054,0.0406,0.3765,0.024,0.314,0.0346
