,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.4125,0.0072,0.1182,0.004,0.218,0.003,0.1945,0.0043
CULTURE 1,0.3415,0.002,0.1182,0.004,0.1375,0.0005,0.204,0.0015
CULTURE 2,0.625,0.0048,0.1182,0.004,0.278,0.0032,0.347,0.0016
