,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.285,,0.1017,,0.165,,0.12,
CULTURE 1,0.14,,0.1017,,0.065,,0.075,
CULTURE 2,0.3,,0.1017,,0.17,,0.13,
