,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.7,,0.185,,0.325,,0.375,
CULTURE 1,0.46,,0.185,,0.235,,0.225,
CULTURE 2,0.775,,0.185,,0.365,,0.41,
