,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.623,0.0033,0.0735,0.0028,0.2665,0.002,0.3565,0.0014
CULTURE 1,0.486,0.0068,0.0735,0.0028,0.2635,0.0022,0.2225,0.0046
CULTURE 2,0.5695,0.005,0.0735,0.0028,0.2875,0.0039,0.282,0.0012
