,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.596,0.0032,0.307,0.0028,0.2645,0.0019,0.3315,0.0013
CULTURE 1,0.1995,0.0012,0.307,0.0028,0.1195,0.0004,0.08,0.0008
CULTURE 2,0.724,0.0052,0.307,0.0028,0.3655,0.0027,0.3585,0.0025
