,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.65,,0.01,,0.47,,0.18,
CULTURE 1,0.675,,0.01,,0.315,,0.36,
CULTURE 2,0.655,,0.01,,0.315,,0.34,
