,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.467,0.0647,0.01,0.0463,0.2465,0.0275,0.2205,0.0373
CULTURE 1,0.4725,0.0798,0.01,0.0463,0.2285,0.0426,0.244,0.0372
CULTURE 2,0.4915,0.059,0.01,0.0463,0.2245,0.0295,0.267,0.0296
