,ERR,ERR std,CIC,CIC std,FN,FN std,FP,FP std
CULTURE 0,0.235,,0.0817,,0.12,,0.115,
CULTURE 1,0.24,,0.0817,,0.145,,0.095,
CULTURE 2,0.115,,0.0817,,0.06,,0.055,
